"","species_name","classifications"
"1975","Maprounea_guianensis","Environmentally Rare"
"1976","Maquira_guianensis","Environmentally Rare"
"1977","Marrubium_peregrinum","Common"
"1978","Marrubium_supinum","Common"
"1979","Marrubium_vulgare","Common"
"1980","Matayba_domingensis","Environmentally Rare"
"1981","Matayba_elaeagnoides","Common"
"1982","Matricaria_discoidea","Common"
"1983","Matthiola_fruticulosa","Common"
"1984","Matthiola_incana","Common"
"1985","Medeola_virginiana","Adaptable Survivor"
"1986","Medicago_littoralis","High Invasive Potential"
"1987","Medicago_minima","Common"
"1988","Medicago_monspeliaca","Common"
"1989","Medicago_orbicularis","Common"
"1990","Medicago_rigidula","Common"
"1991","Medicago_ruthenica","High Invasive Potential"
"1992","Melaleuca_armillaris","Common"
"1993","Melaleuca_hypericifolia","Environmentally Rare"
"1994","Melaleuca_leucadendra","Common"
"1995","Melaleuca_linariifolia","Common"
"1996","Melaleuca_nervosa","Common"
"1997","Melaleuca_preissiana","Environmentally Rare"
"1998","Melaleuca_scabra","Environmentally Rare"
"1999","Melaleuca_squamea","Environmentally Rare"
"2000","Melaleuca_squarrosa","Common"
"2001","Melaleuca_styphelioides","Common"
"2002","Melaleuca_uncinata","Common"
"2003","Melaleuca_viridiflora","Common"
"2004","Melampyrum_pratense","Common"
"2005","Melia_azedarach","Indicator"
"2006","Melianthus_major","Adaptable Survivor"
"2007","Melica_amethystina","Environmentally Rare"
"2008","Melica_ciliata","Common"
"2009","Melica_minuta","Common"
"2010","Melica_nutans","Common"
"2011","Melica_transsilvanica","High Invasive Potential"
"2012","Melicope_elleryana","Adaptable Survivor"
"2013","Melicytus_dentatus","Adaptable Survivor"
"2014","Melilotus_indicus","Common"
"2015","Melinis_repens","Common"
"2016","Meliosma_herbertii","Relict"
"2017","Mentha_diemenica","Common"
"2018","Mentha_longifolia","Common"
"2019","Mentha_spicata","Common"
"2020","Mercurialis_annua","Common"
"2021","Mercurialis_tomentosa","Common"
"2022","Mertensia_lanceolata","Environmentally Rare"
"2023","Mertensia_maritima","Common"
"2024","Mesembryanthemum_nodiflorum","Adaptable Survivor"
"2025","Metrosideros_umbellata","Indicator"
"2026","Miconia_albicans","Common"
"2027","Miconia_argentea","Environmentally Rare"
"2028","Miconia_bubalina","Environmentally Rare"
"2029","Miconia_mirabilis","Environmentally Rare"
"2030","Miconia_prasina","Environmentally Rare"
"2031","Miconia_punctata","Environmentally Rare"
"2032","Miconia_trinervia","Common"
"2033","Micranthes_nelsoniana","Common"
"2034","Micranthes_nivalis","Common"
"2035","Micranthes_rhomboidea","Common"
"2036","Micranthes_stellaris","Adaptable Survivor"
"2037","Micrantheum_ericoides","Relict"
"2038","Microchloa_caffra","Environmentally Rare"
"2039","Micromelum_minutum","Relict"
"2040","Micromyrtus_sessilis","Common"
"2041","Micropholis_garciniifolia","Environmentally Rare"
"2042","Micropholis_guyanensis","Environmentally Rare"
"2043","Micropholis_melinoniana","Environmentally Rare"
"2044","Micropholis_venulosa","Environmentally Rare"
"2045","Microseris_lanceolata","Common"
"2046","Milicia_excelsa","Relict"
"2047","Milium_effusum","Common"
"2048","Mimusops_elengi","High Invasive Potential"
"2049","Mirabilis_jalapa","Adaptable Survivor"
"2050","Misopates_orontium","Common"
"2051","Mitchella_repens","Common"
"2052","Mitrasacme_polymorpha","Adaptable Survivor"
"2053","Moehringia_muscosa","Adaptable Survivor"
"2054","Moehringia_trinervia","Adaptable Survivor"
"2055","Moenchia_mantica","Environmentally Rare"
"2056","Molineria_latifolia","Relict"
"2057","Monachather_paradoxus","Common"
"2058","Moneses_uniflora","Common"
"2059","Monotoca_elliptica","Common"
"2060","Monotoca_glauca","Environmentally Rare"
"2061","Monotoca_scoparia","Common"
"2062","Montia_australasica","Common"
"2063","Morella_californica","High Invasive Potential"
"2064","Morella_esculenta","Environmentally Rare"
"2065","Morella_pubescens","Environmentally Rare"
"2066","Morella_rubra","Endemic"
"2067","Moricandia_arvensis","Common"
"2068","Morus_australis","Environmentally Rare"
"2069","Mouriri_myrtilloides","Relict"
"2070","Muehlenbeckia_axillaris","Common"
"2071","Muhlenbergia_ramulosa","Environmentally Rare"
"2072","Muntingia_calabura","Adaptable Survivor"
"2073","Murraya_paniculata","Adaptable Survivor"
"2074","Musanga_cecropioides","Environmentally Rare"
"2075","Muscari_neglectum","Common"
"2076","Musgravea_heterophylla","Environmentally Rare"
"2077","Myoporum_platycarpum","Common"
"2078","Myoporum_tenuifolium","Environmentally Rare"
"2079","Myosotis_alpestris","Common"
"2080","Myosotis_arvensis","Common"
"2081","Myosotis_australis","Common"
"2082","Myosotis_laxa","Common"
"2083","Myosotis_ramosissima","Common"
"2084","Myosotis_sylvatica","Common"
"2085","Myrceugenia_ovata","Environmentally Rare"
"2086","Myrceugenia_planipes","Environmentally Rare"
"2087","Myrcia_deflexa","Relict"
"2088","Myrica_gale","Common"
"2089","Myriocarpa_longipes","Relict"
"2090","Myriophyllum_heterophyllum","Adaptable Survivor"
"2091","Myriophyllum_spicatum","Indicator"
"2092","Myriophyllum_verticillatum","Indicator"
"2093","Myrrhis_odorata","Common"
"2094","Myrsine_coriacea","High Invasive Potential"
"2095","Myrsine_umbellata","Endemic"
"2096","Myrtus_communis","Indicator"
"2097","Nageia_nagi","Endemic"
"2098","Nandina_domestica","Adaptable Survivor"
"2099","Narcissus_bulbocodium","Common"
"2100","Narcissus_poeticus","Common"
"2101","Narcissus_pseudonarcissus","Common"
"2102","Nardus_stricta","Common"
"2103","Narthecium_ossifragum","Adaptable Survivor"
"2104","Nasturtium_microphyllum","Common"
"2105","Nectandra_hihua","Environmentally Rare"
"2106","Nectandra_megapotamica","Environmentally Rare"
"2107","Nectandra_membranacea","Environmentally Rare"
"2108","Nectandra_turbacensis","Environmentally Rare"
"2109","Neea_floribunda","Relict"
"2110","Nematolepis_ovatifolia","Relict"
"2111","Neobassia_proceriflora","Common"
"2112","Neolamarckia_cadamba","Common"
"2113","Neolitsea_dealbata","Common"
"2114","Neolitsea_sericea","Common"
"2115","Neopanax_arboreus","Common"
"2116","Neottia_ovata","Adaptable Survivor"
"2117","Nepeta_nuda","Common"
"2118","Nerium_oleander","Common"
"2119","Nestegis_cunninghamii","Endemic"
"2120","Newtonia_hildebrandtii","Relict"
"2121","Nicotiana_sylvestris","Common"
"2122","Nicotiana_tabacum","Common"
"2123","Nicotiana_velutina","Common"
"2124","Nigella_arvensis","Adaptable Survivor"
"2125","Nitraria_billardierei","High Invasive Potential"
"2126","Nitraria_sibirica","Environmentally Rare"
"2127","Noaea_mucronata","Environmentally Rare"
"2128","Noccaea_alpestris","Environmentally Rare"
"2129","Noccaea_caerulescens","Common"
"2130","Nothofagus_antarctica","Common"
"2131","Nothofagus_betuloides","Common"
"2132","Nothofagus_dombeyi","Common"
"2133","Nothofagus_nitida","Environmentally Rare"
"2134","Nothofagus_pumilio","Common"
"2135","Notoceras_bicorne","Environmentally Rare"
"2136","Nuphar_lutea","Indicator"
"2137","Nuytsia_floribunda","Adaptable Survivor"
"2138","Nymphoides_peltata","Adaptable Survivor"
"2139","Ochna_natalitia","Common"
"2140","Ochna_pulchra","Environmentally Rare"
"2141","Ochna_serrulata","Common"
"2142","Ocimum_basilicum","Common"
"2143","Oclemena_acuminata","Common"
"2144","Ocotea_aciphylla","Environmentally Rare"
"2145","Ocotea_cernua","Environmentally Rare"
"2146","Ocotea_guianensis","Environmentally Rare"
"2147","Ocotea_leucoxylon","Endemic"
"2148","Ocotea_oblonga","Environmentally Rare"
"2149","Ocotea_puberula","Environmentally Rare"
"2150","Ocotea_pulchella","Environmentally Rare"
"2151","Odontites_vulgaris","Common"
"2152","Oenanthe_aquatica","Common"
"2153","Oenanthe_crocata","Common"
"2154","Oenanthe_fistulosa","Common"
"2155","Oenanthe_lachenalii","Common"
"2156","Oenocarpus_bataua","Common"
"2157","Oenocarpus_mapora","Endemic"
"2158","Oenothera_curtiflora","Common"
"2159","Oenothera_filiformis","High Invasive Potential"
"2160","Oenothera_macrocarpa","Common"
"2161","Olax_stricta","Adaptable Survivor"
"2162","Olea_capensis","Environmentally Rare"
"2163","Olea_europaea","Common"
"2164","Olea_paniculata","Common"
"2165","Olearia_algida","Environmentally Rare"
"2166","Olearia_argophylla","Common"
"2167","Olearia_elliptica","Environmentally Rare"
"2168","Olearia_erubescens","Common"
"2169","Olearia_lirata","Common"
"2170","Olearia_megalophylla","Environmentally Rare"
"2171","Olearia_phlogopappa","Common"
"2172","Olearia_pimeleoides","Common"
"2173","Olneya_tesota","Adaptable Survivor"
"2174","Omphalolappula_concava","Common"
"2175","Onobrychis_montana","Environmentally Rare"
"2176","Onobrychis_viciifolia","High Invasive Potential"
"2177","Ononis_fruticosa","Common"
"2178","Ononis_minutissima","Common"
"2179","Ononis_pusilla","Common"
"2180","Ononis_spinosa","Common"
"2181","Onosma_arenaria","Environmentally Rare"
"2182","Ophrys_apifera","Common"
"2183","Oplismenus_hirtellus","Common"
"2184","Orchis_purpurea","Common"
"2185","Oreobolus_distichus","Relict"
"2186","Oreochloa_disticha","Environmentally Rare"
"2187","Oreocnide_frutescens","Relict"
"2188","Origanum_vulgare","Common"
"2189","Orites_lancifolius","Environmentally Rare"
"2190","Orlaya_grandiflora","Common"
"2191","Ormosia_coccinea","Relict"
"2192","Ornithogalum_pyramidale","Adaptable Survivor"
"2193","Ornithogalum_umbellatum","Adaptable Survivor"
"2194","Ornithopus_perpusillus","Common"
"2195","Orthilia_secunda","Common"
"2196","Osmanthus_fragrans","Environmentally Rare"
"2197","Osmanthus_heterophyllus","Common"
"2198","Osmorhiza_claytonii","Common"
"2199","Osteocarpum_acropterum","Common"
"2200","Osteophloeum_platyspermum","Relict"
"2201","Ostrya_japonica","Relict"
"2202","Osyris_alba","Adaptable Survivor"
"2203","Ouratea_lucens","Environmentally Rare"
"2204","Ourisia_caespitosa","Environmentally Rare"
"2205","Ourisia_glandulosa","Environmentally Rare"
"2206","Ovidia_andina","Relict"
"2207","Oxalis_magellanica","Adaptable Survivor"
"2208","Oxylobium_arborescens","Adaptable Survivor"
"2209","Oxytropis_maydelliana","Environmentally Rare"
"2210","Ozoroa_paniculosa","Environmentally Rare"
"2211","Ozothamnus_alpinus","Environmentally Rare"
"2212","Ozothamnus_diosmifolius","Common"
"2213","Ozothamnus_secundiflorus","Environmentally Rare"
"2214","Pachira_sessilis","Environmentally Rare"
"2215","Packera_multilobata","Common"
"2216","Packera_plattensis","Common"
"2217","Paeonia_cambessedesii","Environmentally Rare"
"2218","Paeonia_tenuifolia","Common"
"2219","Palicourea_faxlucens","Environmentally Rare"
"2220","Palicourea_tetragona","Environmentally Rare"
"2221","Pallenis_maritima","Common"
"2222","Pallenis_spinosa","Common"
"2223","Panicum_capillare","Common"
"2224","Panicum_effusum","Common"
"2225","Panicum_gilvum","Common"
"2226","Panicum_repens","High Invasive Potential"
"2227","Papaver_argemone","Adaptable Survivor"
"2228","Papaver_commutatum","Environmentally Rare"
"2229","Papaver_dubium","Common"
"2230","Papaver_lecoqii","Adaptable Survivor"
"2231","Papaver_orientale","Common"
"2232","Papaver_radicatum","Relict"
"2233","Papaver_rhoeas","Common"
"2234","Papaver_somniferum","Common"
"2235","Pappea_capensis","Adaptable Survivor"
"2236","Parahancornia_fasciculata","Relict"
"2237","Parantennaria_uniceps","Environmentally Rare"
"2238","Parietaria_judaica","Adaptable Survivor"
"2239","Paris_quadrifolia","Adaptable Survivor"
"2240","Parkia_multijuga","Classically Rare"
"2241","Parkia_nitida","Relict"
"2242","Parkinsonia_microphylla","Adaptable Survivor"
"2243","Paronychia_arabica","Relict"
"2244","Paronychia_argentea","Adaptable Survivor"
"2245","Paronychia_capitata","Adaptable Survivor"
"2246","Paronychia_suffruticosa","Relict"
"2247","Parrya_nudicaulis","Adaptable Survivor"
"2248","Parsonsia_eucalyptophylla","Common"
"2249","Parthenium_integrifolium","Common"
"2250","Paspalidium_constrictum","Common"
"2251","Pastinaca_sativa","Common"
"2252","Patersonia_occidentalis","Adaptable Survivor"
"2253","Pedicularis_asplenifolia","Environmentally Rare"
"2254","Pedicularis_capitata","Common"
"2255","Pedicularis_centranthera","Common"
"2256","Pedicularis_comosa","Common"
"2257","Pedicularis_kerneri","Environmentally Rare"
"2258","Pedicularis_lapponica","Common"
"2259","Pedicularis_nordmanniana","Environmentally Rare"
"2260","Pedicularis_portenschlagii","Environmentally Rare"
"2261","Pedicularis_sceptrum-carolinum","Common"
"2262","Pedicularis_tuberosa","Environmentally Rare"
"2263","Pedicularis_verticillata","Common"
"2264","Pediomelum_esculentum","Common"
"2265","Pediomelum_tenuiflorum","Common"
"2266","Peganum_harmala","Adaptable Survivor"
"2267","Peltogyne_venosa","Relict"
"2268","Pemphis_acidula","Relict"
"2269","Penstemon_barbatus","Common"
"2270","Penstemon_linarioides","Common"
"2271","Pentachondra_pumila","Common"
"2272","Pentaglottis_sempervirens","Common"
"2273","Pentagonia_macrophylla","Relict"
"2274","Pera_glabrata","Relict"
"2275","Persea_lingue","Relict"
"2276","Persoonia_lanceolata","Environmentally Rare"
"2277","Persoonia_levis","Environmentally Rare"
"2278","Persoonia_linearis","Common"
"2279","Persoonia_pinifolia","Environmentally Rare"
"2280","Persoonia_subvelutina","Environmentally Rare"
"2281","Petalostigma_pubescens","Adaptable Survivor"
"2282","Petasites_albus","Common"
"2283","Petasites_frigidus","Common"
"2284","Petasites_hybridus","Common"
"2285","Petrophile_pulchella","Relict"
"2286","Petrorhagia_nanteuilii","Common"
"2287","Petrorhagia_prolifera","Common"
"2288","Peucedanum_officinale","Common"
"2289","Phagnalon_rupestre","Common"
"2290","Phagnalon_saxatile","Common"
"2291","Phagnalon_sordidum","Common"
"2292","Phalaris_paradoxa","Common"
"2293","Phaseolus_vulgaris","Indicator"
"2294","Philadelphus_microphyllus","Classically Rare"
"2295","Philenoptera_violacea","Adaptable Survivor"
"2296","Phillyrea_angustifolia","Common"
"2297","Phillyrea_latifolia","Common"
"2298","Phlegmatospermum_cochlearinum","Environmentally Rare"
"2299","Phleum_phleoides","Common"
"2300","Phlomis_lychnitis","Common"
"2301","Phlomis_purpurea","Common"
"2302","Phlomoides_tuberosa","Common"
"2303","Phlox_drummondii","High Invasive Potential"
"2304","Phlox_hoodii","Common"
"2305","Phlox_paniculata","Common"
"2306","Phlox_speciosa","Adaptable Survivor"
"2307","Phragmites_australis","High Invasive Potential"
"2308","Phyllachne_colensoi","Environmentally Rare"
"2309","Phyllachne_rubra","Environmentally Rare"
"2310","Phyllanthus_praelongipes","Environmentally Rare"
"2311","Phyllocladus_trichomanoides","Indicator"
"2312","Phyllodoce_caerulea","Common"
"2313","Phyllota_phylicoides","Adaptable Survivor"
"2314","Physalis_peruviana","Common"
"2315","Phyteuma_betonicifolium","Common"
"2316","Phyteuma_globulariifolium","Environmentally Rare"
"2317","Phyteuma_hemisphaericum","Common"
"2318","Phyteuma_orbiculare","Common"
"2319","Phyteuma_spicatum","Common"
"2320","Phytolacca_octandra","Adaptable Survivor"
"2321","Picea_obovata","Adaptable Survivor"
"2322","Pieris_formosa","Environmentally Rare"
"2323","Pieris_japonica","Common"
"2324","Pilosella_lactucella","Common"
"2325","Pilosella_officinarum","Common"
"2326","Pilosella_piloselloides","Common"
"2327","Pimelea_drupacea","Environmentally Rare"
"2328","Pimelea_oreophila","Environmentally Rare"
"2329","Pimelea_pauciflora","Environmentally Rare"
"2330","Pimelea_trichostachya","Common"
"2331","Pimpinella_major","Common"
"2332","Pimpinella_saxifraga","Common"
"2333","Pinguicula_leptoceras","Relict"
"2334","Pinus_albicaulis","High Invasive Potential"
"2335","Pinus_canariensis","Endemic"
"2336","Pinus_cembroides","High Invasive Potential"
"2337","Pinus_densiflora","Environmentally Rare"
"2338","Pinus_edulis","High Invasive Potential"
"2339","Pinus_halepensis","High Invasive Potential"
"2340","Pinus_heldreichii","Environmentally Rare"
"2341","Pinus_jeffreyi","High Invasive Potential"
"2342","Pinus_koraiensis","High Invasive Potential"
"2343","Pinus_lambertiana","Endemic"
"2344","Pinus_peuce","Environmentally Rare"
"2345","Pinus_pinaster","High Invasive Potential"
"2346","Pinus_pinea","High Invasive Potential"
"2347","Pinus_pumila","Common"
"2348","Pinus_radiata","High Invasive Potential"
"2349","Pinus_thunbergii","Common"
"2350","Piper_amalago","Relict"
"2351","Piscidia_piscipula","Adaptable Survivor"
"2352","Pisonia_albida","Environmentally Rare"
"2353","Pisonia_subcordata","Environmentally Rare"
"2354","Pisonia_umbellifera","Relict"
"2355","Pistacia_lentiscus","Common"
"2356","Pistacia_terebinthus","Common"
"2357","Pisum_sativum","Common"
"2358","Pithecellobium_dulce","Common"
"2359","Pithecellobium_unguis-cati","Environmentally Rare"
"2360","Pittoniotis_trichantha","Environmentally Rare"
"2361","Pittosporum_bicolor","Common"
"2362","Pittosporum_ferrugineum","Environmentally Rare"
"2363","Pittosporum_illicioides","Endemic"
"2364","Pittosporum_multiflorum","Common"
"2365","Pittosporum_revolutum","Common"
"2366","Pittosporum_tobira","Common"
"2367","Pittosporum_undulatum","Common"
"2368","Planchonella_sandwicensis","Environmentally Rare"
"2369","Planchonia_careya","Adaptable Survivor"
"2370","Plantago_afra","Common"
"2371","Plantago_albicans","Common"
"2372","Plantago_alpina","Environmentally Rare"
"2373","Plantago_argentea","Common"
"2374","Plantago_asiatica","Common"
"2375","Plantago_atrata","Common"
"2376","Plantago_bellardii","Common"
"2377","Plantago_ciliata","Environmentally Rare"
"2378","Plantago_coronopus","Common"
"2379","Plantago_crassifolia","Environmentally Rare"
"2380","Plantago_euryphylla","Environmentally Rare"
"2381","Plantago_lanigera","Environmentally Rare"
"2382","Plantago_maritima","Common"
"2383","Plantago_media","Common"
"2384","Plantago_ovata","Common"
"2385","Plantago_sempervirens","Common"
"2386","Plantago_subulata","Common"
"2387","Plantago_turrifera","Common"
"2388","Plantago_uliginosa","Common"
"2389","Platanthera_chlorantha","Common"
"2390","Platanus_orientalis","Indicator"
"2391","Platycladus_orientalis","High Invasive Potential"
"2392","Platycodon_grandiflorus","Adaptable Survivor"
"2393","Platysace_ericoides","Adaptable Survivor"
"2394","Platysace_linearifolia","Relict"
"2395","Pleuranthodendron_lindenii","Relict"
"2396","Plumbago_auriculata","Adaptable Survivor"
"2397","Plumeria_alba","Environmentally Rare"
"2398","Plumeria_rubra","Common"
"2399","Poa_colensoi","Environmentally Rare"
"2400","Poa_costiniana","Environmentally Rare"
"2401","Poa_ligularis","Environmentally Rare"
"2402","Podocarpus_lambertii","Environmentally Rare"
"2403","Podocarpus_latifolius","Common"
"2404","Podocarpus_macrophyllus","High Invasive Potential"
"2405","Podocarpus_neriifolius","High Invasive Potential"
"2406","Podocarpus_nubigenus","Environmentally Rare"
"2407","Podocarpus_salignus","Environmentally Rare"
"2408","Podolepis_canescens","Common"
"2409","Podolepis_capillaris","Common"
"2410","Podolepis_robusta","Environmentally Rare"
"2411","Polemonium_caeruleum","Common"
"2412","Polemonium_viscosum","Common"
"2413","Polycnemum_arvense","Common"
"2414","Polycnemum_majus","Common"
"2415","Polygala_arillata","Relict"
"2416","Polygala_calcarea","Adaptable Survivor"
"2417","Polygala_rupestris","Adaptable Survivor"
"2418","Polygala_verticillata","Relict"
"2419","Polygala_vulgaris","Adaptable Survivor"
"2420","Polygonatum_hirtum","Environmentally Rare"
"2421","Polygonatum_pubescens","Common"
"2422","Polygonatum_verticillatum","Common"
"2423","Polygonum_aviculare","Common"
"2424","Polygonum_equisetiforme","Relict"
"2425","Polyscias_sambucifolia","Common"
"2426","Pomaderris_apetala","Environmentally Rare"
"2427","Pomaderris_lanigera","Common"
"2428","Pomax_umbellata","Common"
"2429","Pometia_pinnata","High Invasive Potential"
"2430","Pontechium_maculatum","Common"
"2431","Populus_fremontii","Common"
"2432","Populus_maximowiczii","Common"
"2433","Poranthera_ericifolia","Relict"
"2434","Poranthera_microphylla","Adaptable Survivor"
"2435","Portulaca_oleracea","Adaptable Survivor"
"2436","Posoqueria_latifolia","Adaptable Survivor"
"2437","Potamogeton_berchtoldii","Common"
"2438","Potamogeton_coloratus","Common"
"2439","Potamogeton_natans","Common"
"2440","Potamogeton_nodosus","High Invasive Potential"
"2441","Potamogeton_obtusifolius","High Invasive Potential"
"2442","Potentilla_alba","Adaptable Survivor"
"2443","Potentilla_anserina","Adaptable Survivor"
"2444","Potentilla_aurea","Adaptable Survivor"
"2445","Potentilla_clusiana","Relict"
"2446","Potentilla_crantzii","Adaptable Survivor"
"2447","Potentilla_crinita","Relict"
"2448","Potentilla_erecta","Adaptable Survivor"
"2449","Potentilla_frigida","Relict"
"2450","Potentilla_grandiflora","Relict"
"2451","Potentilla_heptaphylla","Adaptable Survivor"
"2452","Potentilla_hippiana","Adaptable Survivor"
"2453","Potentilla_incana","Adaptable Survivor"
"2454","Potentilla_nivea","Relict"
"2455","Potentilla_recta","Adaptable Survivor"
"2456","Potentilla_sterilis","Adaptable Survivor"
"2457","Potentilla_tabernaemontani","Adaptable Survivor"
"2458","Poulsenia_armata","Endemic"
"2459","Pourouma_bicolor","Common"
"2460","Pouteria_bangii","Environmentally Rare"
"2461","Pouteria_cladantha","Endemic"
"2462","Pouteria_engleri","Environmentally Rare"
"2463","Pouteria_glomerata","Endemic"
"2464","Pouteria_jariensis","Environmentally Rare"
"2465","Pouteria_reticulata","Environmentally Rare"
"2466","Pouteria_stipitata","Environmentally Rare"
"2467","Primula_clusiana","Environmentally Rare"
"2468","Primula_elatior","Common"
"2469","Primula_farinosa","Common"
"2470","Primula_glutinosa","Environmentally Rare"
"2471","Primula_integrifolia","Environmentally Rare"
"2472","Primula_macrophylla","Relict"
"2473","Primula_minima","Environmentally Rare"
"2474","Primula_veris","Common"
"2475","Pringlea_antiscorbutica","Environmentally Rare"
"2476","Prosopis_glandulosa","Adaptable Survivor"
"2477","Prostanthera_cuneata","Environmentally Rare"
"2478","Prostanthera_lasianthos","Common"
"2479","Protea_cynaroides","Environmentally Rare"
"2480","Protea_laurifolia","Environmentally Rare"
"2481","Protea_lepidocarpodendron","Environmentally Rare"
"2482","Protea_repens","Common"
"2483","Protium_hebetatum","Environmentally Rare"
"2484","Protium_heptaphyllum","Environmentally Rare"
"2485","Protium_sagotianum","Environmentally Rare"
"2486","Protium_subserratum","Environmentally Rare"
"2487","Protium_tenuifolium","Environmentally Rare"
"2488","Prumnopitys_andina","Relict"
"2489","Prunella_grandiflora","Common"
"2490","Prunella_laciniata","Common"
"2491","Prunus_caroliniana","Indicator"
"2492","Prunus_cerasifera","High Invasive Potential"
"2493","Prunus_fruticosa","Common"
"2494","Prunus_laurocerasus","High Invasive Potential"
"2495","Prunus_lusitanica","Common"
"2496","Prunus_mahaleb","High Invasive Potential"
"2497","Prunus_prostrata","Adaptable Survivor"
"2498","Prunus_sargentii","Common"
"2499","Prunus_spinosa","Common"
"2500","Prunus_tenella","High Invasive Potential"
"2501","Pseudocherleria_aizoides","Relict"
"2502","Pseudofumaria_lutea","Adaptable Survivor"
"2503","Pseudolachnostylis_maprouneifolia","Relict"
"2504","Pseudolmedia_glabrata","Classically Rare"
"2505","Pseudolmedia_laevis","Classically Rare"
"2506","Pseudopiptadenia_psilostachya","Relict"
"2507","Psychotria_chagrensis","Environmentally Rare"
"2508","Psychotria_grandis","Environmentally Rare"
"2509","Psychotria_horizontalis","Environmentally Rare"
"2510","Psychotria_limonensis","Environmentally Rare"
"2511","Psychotria_loniceroides","Common"
"2512","Psychotria_marginata","Environmentally Rare"
"2513","Psychotria_micrantha","Environmentally Rare"
"2514","Psychotria_psychotriifolia","Environmentally Rare"
"2515","Psychotria_racemosa","Environmentally Rare"
"2516","Psychotria_serpens","Environmentally Rare"
"2517","Pterocarpus_marsupium","Classically Rare"
"2518","Pterocarpus_rotundifolius","Adaptable Survivor"
"2519","Pterocarya_rhoifolia","Environmentally Rare"
"2520","Pterocarya_stenoptera","Environmentally Rare"
"2521","Pterocaulon_sphacelatum","Common"
"2522","Pterospermum_acerifolium","Environmentally Rare"
"2523","Pterygota_alata","Endemic"
"2524","Ptilotus_obovatus","Common"
"2525","Ptilotus_sessilifolius","Common"
"2526","Puccinellia_distans","Common"
"2527","Puccinellia_maritima","Environmentally Rare"
"2528","Pulicaria_dysenterica","Common"
"2529","Pulicaria_odora","Common"
"2530","Pulicaria_vulgaris","Common"
"2531","Pulmonaria_officinalis","Common"
"2532","Pulsatilla_aurea","Endemic"
"2533","Pulsatilla_pratensis","Common"
"2534","Pulsatilla_vernalis","Common"
"2535","Pulsatilla_vulgaris","Common"
"2536","Pultenaea_daphnoides","Adaptable Survivor"
"2537","Pultenaea_flexilis","Relict"
"2538","Pultenaea_juniperina","Adaptable Survivor"
"2539","Pultenaea_linophylla","Adaptable Survivor"
"2540","Pultenaea_scabra","Adaptable Survivor"
"2541","Pultenaea_stipularis","Relict"
"2542","Purshia_tridentata","Indicator"
"2543","Pyracantha_angustifolia","Common"
"2544","Pyrola_grandiflora","Environmentally Rare"
"2545","Pyrola_minor","Common"
"2546","Pyrola_rotundifolia","Common"
"2547","Pyrus_pashia","Environmentally Rare"
"2548","Qualea_rosea","Relict"
"2549","Quercus_emoryi","Common"
"2550","Quercus_falcata","High Invasive Potential"
"2551","Quercus_ilicifolia","High Invasive Potential"
"2552","Quercus_laurifolia","High Invasive Potential"
"2553","Quercus_macranthera","Endemic"
"2554","Quercus_marilandica","High Invasive Potential"
"2555","Quercus_pagoda","High Invasive Potential"
"2556","Quercus_phellos","High Invasive Potential"
"2557","Quercus_phillyreoides","Endemic"
"2558","Quintinia_verdonii","Relict"
"2559","Radyera_farragei","Environmentally Rare"
"2560","Randia_armata","Environmentally Rare"
"2561","Ranunculus_acris","Common"
"2562","Ranunculus_alpestris","Common"
"2563","Ranunculus_anemoneus","Environmentally Rare"
"2564","Ranunculus_aquatilis","Common"
"2565","Ranunculus_arvensis","Common"
"2566","Ranunculus_biternatus","Environmentally Rare"
"2567","Ranunculus_breyninus","Common"
"2568","Ranunculus_bulbosus","Common"
"2569","Ranunculus_californicus","Environmentally Rare"
"2570","Ranunculus_enysii","Environmentally Rare"
"2571","Ranunculus_flammula","High Invasive Potential"
"2572","Ranunculus_gracilipes","Environmentally Rare"
"2573","Ranunculus_gramineus","Common"
"2574","Ranunculus_graniticola","Environmentally Rare"
"2575","Ranunculus_gunnianus","Environmentally Rare"
"2576","Ranunculus_hederaceus","Common"
"2577","Ranunculus_illyricus","Common"
"2578","Ranunculus_lappaceus","Common"
"2579","Ranunculus_lingua","Common"
"2580","Ranunculus_millanii","Environmentally Rare"
"2581","Ranunculus_montanus","Common"
"2582","Ranunculus_muelleri","Environmentally Rare"
"2583","Ranunculus_peltatus","Common"
"2584","Ranunculus_penicillatus","High Invasive Potential"
"2585","Ranunculus_repens","High Invasive Potential"
"2586","Ranunculus_reptans","Common"
"2587","Ranunculus_trichophyllus","Common"
"2588","Raoulia_grandiflora","Environmentally Rare"
"2589","Rapanea_melanophloeos","Common"
"2590","Raphanus_raphanistrum","Common"
"2591","Rapistrum_rugosum","Common"
"2592","Recordoxylon_speciosum","Relict"
"2593","Reichardia_picroides","Common"
"2594","Reseda_alba","Common"
"2595","Reseda_glauca","Environmentally Rare"
"2596","Reseda_lutea","Common"
"2597","Reseda_luteola","Common"
"2598","Retama_sphaerocarpa","Indicator"
"2599","Rhamnus_alaternus","Common"
"2600","Rhamnus_ludovici-salvatoris","Relict"
"2601","Rhamnus_lycioides","Common"
"2602","Rhamnus_lycioides_subsp._oleoides","Relict"
"2603","Rhaponticum_coniferum","Common"
"2604","Rheum_spiciforme","Environmentally Rare"
"2605","Rhigozum_zambesiacum","Environmentally Rare"
"2606","Rhinanthus_alectorolophus","Common"
"2607","Rhinanthus_glacialis","Common"
